id,timestamp,source,rating,feedback_text
1018,2024-01-01 21:27:02,support_ticket,3,Customer care kept me on hold for 40 minutes then disconnected. This is the first time.
2326,2024-03-10 18:30:00,survey_comment,1,Waited two hours and the order was finally cancelled by the app. This is the third time.
1478,2024-01-01 18:30:00,survey_comment,1,Notifications stopped working after the update. This is the fourth time.
1376,2024-01-16 18:30:00,support_ticket,5,"Five stars, the app is fantastic and reliable - my milk order in Delhi"
2476,N/A,support_ticket,,Delivery persooon was rude and threw the bag on the floor. This is the fourth time.
1567,2024-03-02 00:00:00,app_store_review,4,"Five stars, the app is fantastic and reliable - my biryani order in Chennai"
1761,N/A,survey_comment,,"Package was left at the wrong door, I never received it. This is the second time."
1458,2024-02-17 00:00:00,survey_comment,3,App stuck on loading screen for 5 minutes then closed. This is the fourth time.
1479,28/02/2024,app_store_review,5,"Love this app, ordering is so smooth and fast Agent Meera was handling it."
2245,2024-02-23 18:30:00,app_store_review,1,"Package was left at the wrong door, I never received it - my thali order in Chennai"
1180,2024-02-08 18:30:00,app_store_review,3,"Cannot add address, the save button is greyed out - my milk order in Delhi"
2791,2024-01-16 00:00:00,app_store_review,5,why is there a service fee i never agreed to on my bill
1558,N/A,support_ticket,3,Works fine for me most of the time!!!!
1108,N/A,support_ticket,1,The support agent was very helpful and solved my issue quickly (order #602248)
1148,2024-02-01 18:30:00,support_ticket,1,"  Items were missing from my delivery, got only half the order   "
2606,2024-03-21 18:30:00,survey_comment,,What are your office timings on weekends
1621,2023-12-31 18:30:00,survey_comment,3,"  I was charged twice for the same order, please refund the extra amount - my fruits order in Pune   "
1726,2024-03-02 18:30:00,support_ticket,,Thank you to the agent Priya who handled my complaint so well Agent Anil was handling it.
1254,2024-03-02 18:30:00,survey_comment,,"Super easy to use and quick checkout, well done team - my fruits order in Chennai"
2787,2024-03-23 18:30:00,app_store_review,3,Works fine for me most of the time.
2194,2024-01-24 18:30:00,app_store_review,3,ok i guess
2108,N/A,app_store_review,1,Coupon SAVE50 did not apply at checkout and I paid full price (order #160006)
1600,2024-01-18 00:00:00,app_store_review,1,App keeps crashing every time I open the cart Agent Vikram was handling it.!!!!
1955,N/A,support_ticket,1,COUPON SAVE50 DID NOT APPLY AT CHECKOUT AND I PAID FULL PRICE
2718,2024-03-01 07:41:22,app_store_review,5,"I was charged twice for the same order, please refund the extra amount"
2056,2024-02-07 18:30:00,survey_comment,2,"My refund still hasn't come after 10 days, this is ridiculous"
2242,2024-12-01 18:30:00,survey_comment,2,The store staff was friendly when I picked up my order - my fruits order in Mumbai
1207,2024-03-23 18:30:00,app_store_review,2,App keeps crashing every time I ooopen the cart
2793,2024-02-05 22:59:37,app_store_review,3,App stuck on loading screen for 5 minutes then closed (order #220898)
2452,2024-01-26 06:20:05,support_ticket,,"Double deduction on my card for order, need this reversed asap. This is the fourth time."
2147,2024-09-01 18:30:00,survey_comment,1,Waited two hours and the order was finally cancelled by the app (order #831618)!!!!
1920,N/A,support_ticket,1,Search bar shows no results even for items that exist. This is the first time.
1291,2024-03-19 18:30:00,app_store_review,1,Login button does nothing on the latest update (order #567676)
1667,2024-02-23 18:30:00,survey_comment,,Search bar shows no results even for items that exist (order #952924)
1504,2024-01-18 00:00:00,survey_comment,3,My order arrived almost an hour late and the food was cold (order #673929)
1869,2024-01-13 00:00:00,app_store_review,2,App stuck on loading screen for 5 minutes then closed (order #102342)
1195,2024-01-23 18:30:00,app_store_review,1,Delivery person was rude and threw the bag on the floor Agent Neha was handling it.
2779,2024-03-25 18:30:00,support_ticket,5,"Super easy to use and quick checkout, well done team - my milk order in Mumbai"
2462,2024-07-31 18:30:00,survey_comment,1,The map screen freezes and I cannot place an order (order #322623)
2396,N/A,app_store_review,4,"Super easy to use and quick checkout, well done team"
2148,N/A,support_ticket,,Order marked delivered but nothing arrived at my place (order #884346)
2313,N/A,app_store_review,1,"Cannot add address, the save button is greyed out - my burger order in Mumbai"
1157,2024-02-21 18:30:00,app_store_review,,"My refund still hasn't come after 10 days, this is ridiculous - my sushi order in Pune"
1314,2024-06-30 18:30:00,survey_comment,3,meh!!!!
1815,2024-02-07 20:28:52,survey_comment,5,"Great experience overall, food always fresh Agent Neha was handling it."
2262,N/A,survey_comment,1,Order marked delivered but nothing arrived at my place (order #248249)
2143,2024-03-08 18:30:00,survey_comment,,"Great experience overall, food always fresh. This is the second time."
2008,2024-01-02 18:30:00,app_store_review,1,The suppooort agent was very helpful and solved my issue quickly. This is the second time.
2797,2024-01-21 00:00:00,app_store_review,,"great experience overall, food always fresh"
2758,2024-03-11 18:30:00,support_ticket,5,"Looove this app, ordering is so smooth and fast (order #941356)"
1121,2024-01-23 11:05:53,support_ticket,2,"DOUBLE DEDUCTION ON MY CARD FOR ORDER, NEED THIS REVERSED ASAP AGENT ANIL WAS HANDLING IT."
1759,2024-02-20 18:30:00,support_ticket,2,App keeps crashing every time I open the cart (order #426806)
1966,18/02/2024,survey_comment,1,Thank you to the agent Priya who handled my complaint so well (order #322481)
2051,2024-02-16 13:31:10,support_ticket,5,"Great experience overall, food always fresh"
2097,23/01/2024,support_ticket,2,"Items were missing from my delivery, got only half the order - my pizza order in Bangalore"
1597,2024-02-25 18:30:00,app_store_review,2,Chat support gave me copy paste answers that did not help - my sushi order in Hyderabad
1705,N/A,survey_comment,,"My refund still hasn't come after 10 days, this is ridiculous (order #223794)"
1141,2024-01-10 18:30:00,support_ticket,1,Got charged for a subscription I cancelled last month (order #185569)
1324,2024-11-30 18:30:00,app_store_review,,Waited two hours and the order was finally cancelled by the app (order #597635)
1492,2024-03-22 18:30:00,app_store_review,,"Great experience overall, food always fresh (order #917707)"
2155,2024-01-11 18:30:00,survey_comment,1,Search bar shows no results even for items that exist (order #755879)
1553,2024-11-02 18:30:00,support_ticket,5,"Best delivery service in my city, never had an issue Agent Meera was handling it."
1594,2024-03-03 18:30:00,survey_comment,,WHY IS THERE A SERVICE FEE I NEVER AGREED TO ON MY BILL (ORDER #180685)
1599,2024-02-01 18:30:00,app_store_review,3,"Average experience, could be better!!!!"
1864,2024-01-27 18:30:00,support_ticket,,The support agent was very helpful and solved my issue quickly
1128,2024-01-17 00:00:00,support_ticket,,Delivery person was rude and threw the bag on the floor
2305,2024-01-03 00:00:00,app_store_review,3,"My refund still hasn't cooome after 10 days, this is ridiculous (order #245453)"
2181,2024-03-10 18:30:00,survey_comment,5,"Best delivery service in my city, never had an issue"
1873,2024-02-21 18:30:00,support_ticket,1,"ITEMS WERE MISSING FROM MY DELIVERY, GOT ONLY HALF THE ORDER. THIS IS THE THIRD TIME."
1990,2024-02-18 16:01:16,app_store_review,5,"Love this app, ordering is so smooth and fast - my milk order in Hyderabad"
1414,2024-02-19 18:30:00,app_store_review,1,My order arrived almost an hour late and the food was cold
2466,2024-01-13 18:30:00,survey_comment,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM (ORDER #842561)"
2017,2024-02-15 18:30:00,support_ticket,3,WHY IS THERE A SERVICE FEE I NEVER AGREED TO ON MY BILL (ORDER #797576)
1331,2024-03-01 18:30:00,app_store_review,3,Delivery person was rude and threw the bag on the floor (order #538897)
2682,2024-01-01 15:06:10,survey_comment,1,"App bahut acchi hai, bahut fast hai"
1823,2024-01-01 00:00:00,support_ticket,1,"My refund still hasn't come after 10 days, this is ridiculous - my burger order in Hyderabad"
1532,2024-02-25 00:00:00,support_ticket,2,The new version drains my battery so fast (order #214027)
1663,2024-02-26 00:35:26,support_ticket,,"Items were missing from my delivery, got only half the order (order #820861)"
1991,2024-01-16 00:00:00,support_ticket,2,Got charged for a subscription I cancelled last month - my milk order in Delhi
1904,2024-02-16 18:30:00,support_ticket,,ok i guess!!!!
1210,2024-02-11 18:30:00,survey_comment,2,Waited two hours and the order was finally cancelled by the app - my sushi order in Kolkata
2698,2024-02-14 11:50:34,app_store_review,2,Le livreur etait tres impoli et la commande etait froide
1382,2024-01-17 18:30:00,app_store_review,,Order marked delivered but nothing arrived at my place (order #176806)
1144,2024-03-20 18:30:00,app_store_review,4,"Super easy to use and quick checkout, well done team (order #977330)"
1693,2024-03-04 18:30:00,support_ticket,3,"It is oookay, nothing special"
2067,17/01/2024,survey_comment,1,My order arrived almost an hour late and the food was cold - my fruits order in Delhi
2339,2024-01-14 18:30:00,support_ticket,5,"Great experience overall, food always fresh - my milk order in Bangalore"
1846,2024-01-21 18:30:00,app_store_review,3,Customer care kept me on hold for 40 minutes then disconnected Agent Neha was handling it.
1169,2024-02-17 01:43:37,support_ticket,1,Waited two hours and the order was finally cancelled by the app - my fruits order in Hyderabad
2293,N/A,survey_comment,1,Login button does nothing on the latest update!!!!
1540,2024-03-27 18:30:00,app_store_review,,"Super easy to use and quick checkout, well done team - my biryani order in Hyderabad"
2519,2024-02-24 18:30:00,app_store_review,5,"Brilliant, my refund is 'on the way' for the third week now, lovely!!!!"
2386,N/A,survey_comment,3,The stooore staff was friendly when I picked up my order
1987,N/A,app_store_review,2,Search bar shows no results even for items that exist (order #814544)
2073,2024-02-20 18:30:00,app_store_review,2,The new version drains my battery so fast Agent Neha was handling it.
2196,2024-02-07 18:30:00,survey_comment,1,Delivery person was rude and threw the bag on the floor (order #968454)
2379,2024-03-13 18:30:00,app_store_review,2,Customer care kept me on hold for 40 minutes then disconnected Agent Anil was handling it.
1890,2024-03-14 18:30:00,app_store_review,2,Login button does nothing on the latest update. This is the first time.
1443,2024-02-24 18:30:00,app_store_review,1,Why is there a service fee I never agreed to on my bill - my sushi order in Delhi
1137,2024-02-25 18:30:00,app_store_review,3,Food was spilled all over the bag when it reached me - my burger order in Hyderabad
1696,N/A,support_ticket,,"  Five stars, the app is fantastic and reliable. This is the third time.   "
2461,2024-01-19 18:30:00,app_store_review,2,The map screen freezes and I cannot place an order
1932,25/02/2024,app_store_review,1,Thank you to the agent Priya who handled my complaint so well (order #289030)
1448,2024-02-12 17:20:02,support_ticket,1,"I was charged twice for the same order, please refund the extra amount - my milk order in Hyderabad"
1386,2024-03-17 20:49:13,support_ticket,1,"Items were missing from my delivery, got only half the order (order #105274)"
1039,2024-03-10 18:30:00,survey_comment,2,"Package was left at the wrong door, I never received it - my groceries order in Chennai"
1895,2024-03-06 18:30:00,support_ticket,,Nobody from support replied to my three emails (order #563664)
1358,N/A,app_store_review,1,Thank you to the agent Priya who handled my complaint so well
2244,N/A,app_store_review,2,"Package was left at the wrong door, I never received it (order #336802)"
2023,N/A,app_store_review,5,"Five stars, the app is fantastic and reliable"
1952,2024-01-17 18:30:00,app_store_review,3,"  I was charged twice for the same order, please refund the extra amount. This is the second time.   "
1036,2024-01-08 18:30:00,survey_comment,,Search bar shooows no results even for items that exist (order #792094)
1795,2024-01-08 18:30:00,survey_comment,3,The new version drains my battery so fast (order #804005)
1106,2024-05-02 18:30:00,app_store_review,1,Payment failed but money got deducted from my account. This is the first time.!!!!
1330,2024-03-13 00:00:00,survey_comment,2,Payment failed but money got deducted from my account
2609,2024-03-15 00:00:00,survey_comment,,Is there a referral program for inviting friends
2324,2024-02-15 18:30:00,support_ticket,2,Driver could not find my building and just cancelled - my biryani order in Delhi
2534,2024-01-22 06:53:39,app_store_review,4,"Brilliant, my refund is 'on the way' for the third week now, lovely"
1364,N/A,support_ticket,,OK I GUESS
2124,2024-02-18 18:30:00,app_store_review,,Payment failed but money got deducted from my account Agent Rahul was handling it.
1949,2024-02-17 18:30:00,support_ticket,5,"Five stars, the app is fantastic and reliable - my biryani order in Delhi"
1748,2024-03-14 16:11:03,app_store_review,1,Nobody from support replied to my three emails (order #687324)
1445,2024-03-25 18:30:00,app_store_review,2,The map screen freezes and I cannot place an order - my burger order in Delhi
1117,2024-02-14 23:53:19,survey_comment,,"Love this app, ordering is so smooth and fast (order #656251)"
1043,2024-08-01 18:30:00,app_store_review,1,Customer care kept me on hold for 40 minutes then disconnected!!!!
2616,2024-03-10 18:30:00,survey_comment,,"Random question, who designed your logo it looks nice"
2637,2024-01-01 18:30:00,survey_comment,3,?????
1166,2024-03-11 05:16:55,app_store_review,5,"Best delivery service in my city, never had an issue - my sushi ooorder in Hyderabad"
1804,2024-07-31 18:30:00,app_store_review,1,"Cannot add address, the save button is greyed out - my burger order in Delhi"
2394,2024-02-07 18:30:00,app_store_review,2,The invoice amount does not match what the app showed me (order #581827)
1925,2024-03-01 18:30:00,survey_comment,,"Great experience overall, food always fresh (order #753756)"
2511,2024-03-24 18:30:00,app_store_review,5,"Perfect, the app froze again, what a wonderful feature"
1417,2024-02-24 18:30:00,survey_comment,,APP KEEPS CRASHING EVERY TIME I OPEN THE CART - MY PIZZA ORDER IN MUMBAI
1155,13/02/2024,support_ticket,,ORDER MARKED DELIVERED BUT NOTHING ARRIVED AT MY PLACE - MY GROCERIES ORDER IN DELHI
1079,14/01/2024,app_store_review,2,Payment failed but money got deducted from my account Agent Sana was handling it.
2439,2024-01-13 18:30:00,support_ticket,,Login button does nothing on the latest update (order #921251)!!!!
2658,2023-12-31 18:30:00,app_store_review,1,aaaaaaaaaaaaaaa
1534,2024-03-18 18:30:00,survey_comment,,"Cannot add address, the save button is greyed out (order #814622)"
1797,2024-01-24 18:30:00,support_ticket,,"  Super easy to use and quick checkout, well done team (order #104892)   "
2048,2024-03-17 18:30:00,app_store_review,1,Customer care kept me on hold for 40 minutes then disconnected Agent Arjun was handling it.
1168,2024-02-26 18:30:00,support_ticket,2,The new version drains my battery so fast
2768,2024-11-02 18:30:00,app_store_review,1,My order arrived almost an hour late and the food was cold - my thali order in Mumbai
1691,N/A,app_store_review,1,My order arrived almost an hour late and the food was cold - my pizza order in Mumbai
1427,2024-03-01 18:30:00,app_store_review,2,Login button does nothing on the latest update (order #938095)
2074,20/02/2024,support_ticket,,"Great experience overall, food always fresh Agent Arjun was handling it."
1843,24/03/2024,survey_comment,5,"Great experience oooverall, food always fresh"
2331,2024-01-27 00:00:00,survey_comment,2,The invoice amount does not match what the app showed me. This is the fourth time.!!!!
2286,2024-03-28 16:20:39,app_store_review,5,"Best delivery service in my city, never had an issue (ooorder #847204)"
1405,2024-03-19 18:30:00,support_ticket,1,Chat support gave me copy paste answers that did not help (order #818894)
2810,2024-02-16 18:30:00,app_store_review,,The new version drains my battery so fast. This is the fourth time.
1313,2024-03-12 18:30:00,support_ticket,4,"Super easy to use and quick checkout, well done team. This is the second time."
2426,2024-02-20 15:34:49,support_ticket,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM. THIS IS THE THIRD TIME."
1132,2024-02-20 18:30:00,app_store_review,3,Delivery person was rude and threw the bag on the floor - my milk order in Chennai
1147,N/A,survey_comment,,THE MAP SCREEN FREEZES AND I CANNOT PLACE AN ORDER AGENT VIKRAM WAS HANDLING IT.
2518,2024-02-02 18:30:00,app_store_review,5,"WONDERFUL, CHARGED ME TWICE, EXACTLY WHAT I WANTED TODAY"
1490,2024-02-09 18:30:00,support_ticket,1,Got charged for a subscription I cancelled last month
1239,2024-01-31 18:30:00,survey_comment,1,"Double deduction on my card for order, need this reversed asap - my fruits order in Pune"
1391,15/02/2024,support_ticket,,"Best delivery service in my city, never had an issue Agent Vikram was handling it."
1531,2024-04-02 18:30:00,app_store_review,1,The store staff was friendly when I picked up my order
1288,2024-03-20 18:30:00,support_ticket,3,Payment failed but money got deducted from my account (order #963684)
2157,2024-01-14 18:30:00,support_ticket,1,"My refund still hasn't cooome after 10 days, this is ridiculous"
1202,2024-03-08 12:50:36,support_ticket,,Search bar shows no results even for items that exist Agent Priya was handling it.!!!!
2062,N/A,app_store_review,1,Why is there a service fee I never agreed to on my bill Agent Rahul was handling it.!!!!
1894,2024-03-03 18:30:00,survey_comment,2,App stuck on loading screen for 5 minutes then closed (order #116398)
1444,2024-02-13 18:30:00,app_store_review,2,The support agent was very helpful and solved my issue quickly. This is the second time.
1661,2024-02-01 01:10:19,survey_comment,5,"Love this app, ordering is so smooth and fast. This is the second time."
1257,N/A,support_ticket,,App stuck on loading screen for 5 minutes then closed - my biryani order in Delhi
1684,16/02/2024,app_store_review,1,Got charged for a subscription I cancelled last month. This is the fourth time.
1429,2024-02-19 18:30:00,support_ticket,1,Delivery person was rude and threw the bag on the floor (order #375617)
1078,N/A,support_ticket,2,Waited twooo hours and the order was finally cancelled by the app. This is the first time.
2231,2024-02-24 03:10:32,app_store_review,3,Food was spilled all over the bag when it reached me - my groceries order in Kolkata
1278,2024-01-11 11:59:00,support_ticket,,"Double deduction on my card for order, need this reversed asap"
2191,N/A,support_ticket,2,App stuck on loading screen for 5 minutes then closed (order #883968)
1867,2024-03-22 01:41:04,support_ticket,2,Nobody from support replied to my three emails Agent Priya was handling it.
2130,2024-01-25 00:00:00,survey_comment,2,Driver could not find my building and just cancelled - my pizza order in Mumbai
2677,N/A,survey_comment,2,La aplicacion se cierra sola cada vez que intento pagar
2085,2024-03-06 18:30:00,survey_comment,,"FIVE STARS, THE APP IS FANTASTIC AND RELIABLE"
2088,2024-02-14 18:30:00,app_store_review,5,"Super easy to use and quick checkout, well done team (order #126101)"
2483,2024-02-07 18:30:00,survey_comment,2,My order arrived almost an hour late and the food was cold Agent Rahul was handling it.
1021,2024-03-06 18:30:00,app_store_review,2,ORDER MARKED DELIVERED BUT NOTHING ARRIVED AT MY PLACE
1038,2024-02-04 00:00:00,survey_comment,2,Chat support gave me copy paste answers that did not help Agent Vikram was handling it.
2330,2024-02-17 18:30:00,survey_comment,,Login button does nothing on the latest update - my pizza order in Pune
1362,2024-02-05 18:30:00,support_ticket,4,"Great experience overall, food always fresh. This is the third time."
1473,2024-03-11 00:00:00,survey_comment,5,"  Super easy to use and quick checkout, well done team (order #649855)   "
1570,2024-01-10 20:07:11,support_ticket,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM - MY THALI ORDER IN BANGALORE"
1750,2024-01-10 18:30:00,survey_comment,2,The new version drains my battery so fast. This is the third time.
2496,26/01/2024,support_ticket,2,"Items were missing from my delivery, got only half the order (order #288526)"
1410,2024-01-11 18:30:00,app_store_review,1,My order arrived almost an hour late and the food was cold - my burger order in Chennai
1204,2024-03-10 18:30:00,app_store_review,2,Nobody from support replied to my three emails - my milk order in Chennai
1526,2024-02-24 18:30:00,survey_comment,3,"Double deduction on my card for order, need this reversed asap (order #425469)"
2775,2024-02-12 18:30:00,support_ticket,4,"Best delivery service in my city, never had an issue (order #292843)"
2680,2024-09-01 18:30:00,survey_comment,1,"Mera refund abhi tak nahi aaya, bahut bura service hai"
1938,2024-01-06 18:30:00,app_store_review,2,Food was spilled all over the bag when it reached me
2581,N/A,support_ticket,2,"Driver was rude and items were missing, also the refund never came"
1512,2024-02-11 00:00:00,support_ticket,3,The map screen freezes and I cannot place an order - my milk order in Kolkata
1214,N/A,survey_comment,2,"  Package was left at the wrong door, I never received it (order #258366)   "
2276,2024-02-04 18:30:00,support_ticket,3,"My refund still hasn't come after 10 days, this is ridiculous (order #745210)"
1583,2024-02-26 18:30:00,survey_comment,1,Waited two hours and the order was finally cancelled by the app
1100,2024-01-15 18:30:00,app_store_review,,The new version drains my battery so fast (order #147549)
1433,2024-02-04 17:51:16,app_store_review,3,Why is there a service fee I never agreed to on my bill (order #953350)
1053,2024-01-16 18:04:03,support_ticket,1,The new version drains my battery so fast (order #972335)
2405,2024-01-18 09:05:48,survey_comment,5,"Love this app, ordering is so smooth and fast Agent Sana was handling it."
2642,2024-03-11 07:56:03,survey_comment,,😡😡😡😡
1067,2024-02-13 00:00:00,support_ticket,1,MY ORDER ARRIVED ALMOST AN HOUR LATE AND THE FOOD WAS COLD (ORDER #600935)
1625,2024-03-07 01:56:07,support_ticket,1,The support agent was very helpful and solved my issue quickly (order #472058)
1113,2024-02-24 18:30:00,app_store_review,3,Order marked delivered but nothing arrived at my place Agent Neha was handling it.
1077,2024-03-21 18:30:00,survey_comment,1,Coupon SAVE50 did not apply at checkout and I paid full price - my thali order in Kolkata
1390,2024-01-31 18:30:00,app_store_review,2,Nobody from support replied to my three emails. This is the third time.
1476,2024-01-16 18:30:00,app_store_review,3,"Package was left at the wrong door, I never received it - my burger order in Delhi"
1107,2024-01-19 18:30:00,app_store_review,2,Order marked delivered but nothing arrived at my place. This is the first time.
1325,2024-01-27 18:30:00,app_store_review,2,"I was charged twice for the same order, please refund the extra amount (order #700056)"
2566,26/03/2024,app_store_review,1,App crashed during payment and then it still deducted money from my card
1939,2024-02-04 18:30:00,app_store_review,1,The store staff was friendly when I picked up my order Agent Vikram was handling it.
2287,2024-03-03 18:30:00,support_ticket,1,Food was spilled all over the bag when it reached me - my fruits order in Mumbai
2756,2024-02-26 18:30:00,survey_comment,2,App keeps crashing every time I open the cart - my groceries order in Mumbai
1538,24/02/2024,support_ticket,2,Why is there a service fee I never agreed to on my bill (order #175231)
1309,2024-01-15 18:30:00,survey_comment,2,"I was charged twice for the same order, please refund the extra amount - my fruits order in Kolkata"
2320,2024-02-24 17:25:08,survey_comment,,Nobody from support replied to my three emails (order #235715)
2064,2024-01-24 08:03:17,support_ticket,3,Notifications stopped working after the update Agent Anil was handling it.
2037,2024-03-04 18:30:00,support_ticket,2,Food was spilled all over the bag when it reached me Agent Arjun was handling it.
2491,2023-12-31 18:30:00,survey_comment,1,Driver could not find my building and just cancelled!!!!
2632,2024-01-06 01:03:53,survey_comment,3,test test test ignore
1659,2024-03-16 08:29:53,survey_comment,1,The store staff was friendly when I picked up my order - my pizza order in Bangalore
2011,N/A,app_store_review,,Delivery person was rude and threw the bag on the floor Agent Arjun was handling it.
1624,2024-03-16 18:30:00,app_store_review,2,APP KEEPS CRASHING EVERY TIME I OPEN THE CART
1143,2024-02-07 18:30:00,survey_comment,,LOGIN BUTTON DOES NOTHING ON THE LATEST UPDATE. THIS IS THE FOURTH TIME.
2065,2024-06-01 18:30:00,support_ticket,2,"Items were missing from my delivery, got only half the order (order #387150)"
2111,2024-01-17 00:00:00,support_ticket,5,"Great experience overall, food always fresh!!!!"
2338,2024-03-08 18:30:00,support_ticket,,App keeps crashing every time I open the cart
2271,2024-03-13 18:30:00,app_store_review,5,"Great experience overall, food always fresh (order #785072)"
1070,N/A,app_store_review,2,Chat support gave me copy paste answers that did not help Agent Anil was handling it.
1118,N/A,survey_comment,3,The support agent was very helpful and solved my issue quickly (order #891083)
